STATEA,COUNTYA,naics,EMP_2019,EMP_2022,Growth_Rate
28,113,48----,349,245,-29.799426934097422
28,115,48----,399,375,-6.015037593984962
28,117,48----,261,293,12.260536398467432
28,119,48----,6,20,233.33333333333334
28,121,48----,6346,4433,-30.144973211471793
28,123,48----,225,256,13.777777777777779
28,125,48----,23,20,-13.043478260869565
28,127,48----,76,69,-9.210526315789473
28,129,48----,91,108,18.681318681318682
28,131,48----,247,156,-36.84210526315789
28,133,48----,1124,856,-23.843416370106763
28,135,48----,38,40,5.263157894736842
28,137,48----,94,147,56.38297872340425
28,139,48----,75,71,-5.333333333333334
28,141,48----,127,170,33.85826771653544
28,143,48----,16,16,0.0
28,145,48----,1398,1273,-8.94134477825465
28,147,48----,143,110,-23.076923076923077
28,149,48----,955,868,-9.109947643979059
28,151,48----,773,595,-23.02716688227684
28,153,48----,129,136,5.426356589147287
28,155,48----,62,61,-1.6129032258064515
28,157,48----,59,54,-8.47457627118644
28,159,48----,113,95,-15.929203539823009
28,161,48----,63,74,17.46031746031746
28,163,48----,149,49,-67.11409395973155
28,999,48----,105,12,-88.57142857142857
29,1,48----,179,178,-0.5586592178770949
29,3,48----,33,33,0.0
29,5,48----,33,29,-12.121212121212121
29,7,48----,401,290,-27.680798004987533
29,9,48----,252,218,-13.492063492063492
29,11,48----,33,27,-18.181818181818183
29,13,48----,120,123,2.5
29,15,48----,35,29,-17.142857142857142
29,17,48----,117,95,-18.803418803418804
29,19,48----,2019,1768,-12.431896978702328
29,21,48----,1796,1717,-4.398663697104677
29,23,48----,380,290,-23.684210526315788
29,25,48----,45,71,57.77777777777777
29,27,48----,942,915,-2.8662420382165608
29,29,48----,464,254,-45.258620689655174
29,31,48----,1216,1178,-3.125
29,33,48----,23,16,-30.434782608695656
29,35,48----,33,31,-6.0606060606060606
29,37,48----,1669,1613,-3.3553025763930497
29,39,48----,49,35,-28.57142857142857
29,41,48----,69,62,-10.144927536231885
29,43,48----,428,337,-21.261682242990652
29,45,48----,22,37,68.18181818181817
29,47,48----,7391,4656,-37.004464889730755
29,49,48----,63,39,-38.095238095238095
29,51,48----,681,598,-12.187958883994126
29,53,48----,117,125,6.837606837606838
29,55,48----,151,148,-1.9867549668874174
29,57,48----,20,16,-20.0
29,59,48----,26,28,7.6923076923076925
29,61,48----,13,10,-23.076923076923077
29,63,48----,106,82,-22.641509433962266
29,65,48----,82,69,-15.853658536585366
29,67,48----,44,39,-11.363636363636363
29,69,48----,236,225,-4.661016949152542
29,71,48----,1371,1310,-4.449307075127644
29,73,48----,134,139,3.731343283582089
29,75,48----,99,146,47.474747474747474
29,77,48----,10986,10228,-6.899690515201165
29,79,48----,39,52,33.33333333333333
29,81,48----,68,42,-38.23529411764706
29,83,48----,130,151,16.153846153846153
29,85,48----,14,20,42.857142857142854
29,87,48----,36,38,5.555555555555555
29,89,48----,74,86,16.216216216216218
29,91,48----,390,361,-7.435897435897436
29,93,48----,55,73,32.72727272727273
29,95,48----,8073,8605,6.589867459432678
29,97,48----,5495,7325,33.30300272975432
29,99,48----,888,1028,15.765765765765765
29,101,48----,840,774,-7.857142857142857
29,103,48----,14,11,-21.428571428571427
29,105,48----,213,150,-29.577464788732392
29,107,48----,286,266,-6.993006993006993
29,109,48----,350,378,8.0
29,111,48----,116,128,10.344827586206897
29,113,48----,699,628,-10.157367668097281
29,115,48----,120,81,-32.5
29,117,48----,245,294,20.0
29,119,48----,143,135,-5.594405594405594
29,121,48----,102,137,34.31372549019608
29,123,48----,20,54,170.0
29,125,48----,153,127,-16.99346405228758
29,127,48----,187,237,26.737967914438503
29,129,48----,31,31,0.0
29,131,48----,213,231,8.450704225352112
29,133,48----,292,365,25.0
29,135,48----,20,48,140.0
29,137,48----,76,78,2.631578947368421
29,139,48----,59,67,13.559322033898304
29,141,48----,108,106,-1.8518518518518516
29,143,48----,542,553,2.029520295202952
29,145,48----,1151,765,-33.53605560382276
29,147,48----,55,48,-12.727272727272727
29,149,48----,42,67,59.523809523809526
29,151,48----,76,76,0.0
29,153,48----,30,38,26.666666666666668
29,155,48----,137,192,40.14598540145985
29,157,48----,519,612,17.91907514450867
29,159,48----,674,540,-19.881305637982198
29,161,48----,1705,1493,-12.434017595307918
29,163,48----,254,307,20.866141732283463
29,165,48----,4351,4005,-7.952194897724661
29,167,48----,106,92,-13.20754716981132
29,169,48----,168,144,-14.285714285714285
29,171,48----,14,15,7.142857142857142
29,173,48----,172,38,-77.90697674418605
29,175,48----,1201,1098,-8.576186511240632
29,177,48----,178,187,5.056179775280898
29,179,48----,10,11,10.0
29,181,48----,32,31,-3.125
29,183,48----,6275,4334,-30.93227091633466
29,185,48----,98,89,-9.183673469387756
29,186,48----,388,233,-39.948453608247426
29,187,48----,448,426,-4.910714285714286
29,189,48----,21846,19132,-12.4233269248375
29,195,48----,112,150,33.92857142857143
29,199,48----,18,14,-22.22222222222222
29,201,48----,1226,982,-19.9021207177814
29,203,48----,22,31,40.909090909090914
29,205,48----,45,57,26.666666666666668
29,207,48----,214,250,16.822429906542055
29,209,48----,33,33,0.0
29,211,48----,24,16,-33.33333333333333
29,213,48----,257,302,17.509727626459142
29,215,48----,372,416,11.827956989247312
29,217,48----,143,172,20.27972027972028
29,219,48----,450,458,1.7777777777777777
29,221,48----,198,195,-1.5151515151515151
29,223,48----,30,24,-20.0
29,225,48----,244,322,31.967213114754102
29,229,48----,79,97,22.78481012658228
29,510,48----,7625,8346,9.455737704918032
29,999,48----,234,66,-71.7948717948718
30,1,48----,10,14,40.0
30,3,48----,97,83,-14.432989690721648
30,7,48----,52,46,-11.538461538461538
30,9,48----,111,87,-21.62162162162162
30,13,48----,908,872,-3.9647577092511015
30,15,48----,7,7,0.0
30,17,48----,337,200,-40.652818991097924
30,21,48----,130,101,-22.30769230769231
30,23,48----,9,11,22.22222222222222
30,25,48----,77,73,-5.194805194805195
30,27,48----,43,39,-9.30232558139535
30,29,48----,985,868,-11.878172588832488
30,31,48----,1407,1474,4.761904761904762
30,35,48----,48,44,-8.333333333333332
30,39,48----,7,21,200.0
30,41,48----,142,110,-22.535211267605636
30,43,48----,77,70,-9.090909090909092
30,45,48----,14,14,0.0
30,47,48----,307,52,-83.06188925081433
30,49,48----,674,651,-3.4124629080118694
30,53,48----,158,125,-20.88607594936709
30,57,48----,29,23,-20.689655172413794
30,61,48----,28,4,-85.71428571428571
30,63,48----,1947,1900,-2.41397021058038
30,65,48----,13,7,-46.15384615384615
30,67,48----,57,60,5.263157894736842
30,71,48----,5,10,100.0
30,73,48----,17,19,11.76470588235294
30,77,48----,26,24,-7.6923076923076925
30,81,48----,362,307,-15.193370165745856
30,83,48----,453,516,13.90728476821192
30,85,48----,68,68,0.0
30,87,48----,11,8,-27.27272727272727
30,89,48----,58,64,10.344827586206897
30,91,48----,11,8,-27.27272727272727
30,93,48----,504,377,-25.198412698412696
30,95,48----,28,21,-25.0
30,97,48----,60,42,-30.0
30,99,48----,34,42,23.52941176470588
30,101,48----,134,158,17.91044776119403
30,105,48----,36,46,27.77777777777778
30,107,48----,16,18,12.5
30,109,48----,16,14,-12.5
30,111,48----,3705,3239,-12.577597840755736
31,1,48----,201,185,-7.960199004975125
31,3,48----,18,19,5.555555555555555
31,11,48----,56,73,30.357142857142854
31,13,48----,107,136,27.102803738317753
31,15,48----,32,43,34.375
31,17,48----,19,25,31.57894736842105
31,19,48----,1077,1027,-4.642525533890436
31,21,48----,18,19,5.555555555555555
31,23,48----,56,53,-5.357142857142857
31,25,48----,427,379,-11.241217798594848
31,27,48----,101,92,-8.91089108910891
31,29,48----,46,4,-91.30434782608695
31,31,48----,68,65,-4.411764705882353
31,33,48----,217,831,282.94930875576034
31,35,48----,120,139,15.833333333333332
31,37,48----,337,271,-19.584569732937684
31,39,48----,93,132,41.935483870967744
31,41,48----,60,42,-30.0
31,43,48----,1419,2003,41.155743481324876
31,45,48----,20,15,-25.0
31,47,48----,168,146,-13.095238095238097
31,49,48----,10,10,0.0
31,51,48----,52,27,-48.07692307692308
31,53,48----,629,581,-7.631160572337042
31,55,48----,9233,10551,14.274883569803965
31,57,48----,5,4,-20.0
31,59,48----,107,77,-28.037383177570092
31,61,48----,13,5,-61.53846153846154
31,63,48----,34,40,17.647058823529413
31,65,48----,49,44,-10.204081632653061
31,67,48----,218,177,-18.807339449541285
31,69,48----,8,63,687.5
31,71,48----,11,20,81.81818181818183
31,73,48----,7,10,42.857142857142854
31,77,48----,9,7,-22.22222222222222
31,79,48----,3341,2609,-21.9096079018258
31,81,48----,244,255,4.508196721311475
31,87,48----,33,29,-12.121212121212121
31,89,48----,196,197,0.5102040816326531
31,91,48----,3,4,33.33333333333333
31,93,48----,58,43,-25.862068965517242
31,95,48----,39,47,20.51282051282051
31,97,48----,24,29,20.833333333333336
31,99,48----,68,40,-41.17647058823529
31,101,48----,29,15,-48.275862068965516
31,105,48----,34,47,38.23529411764706
31,107,48----,60,63,5.0
31,109,48----,5642,5217,-7.532789790854307
31,111,48----,1078,975,-9.554730983302411
31,113,48----,4,14,250.0
31,115,48----,4,4,0.0
31,119,48----,830,492,-40.72289156626506
31,121,48----,73,54,-26.027397260273972
31,123,48----,60,61,1.6666666666666667
31,125,48----,11,11,0.0
31,127,48----,40,37,-7.5
31,129,48----,34,29,-14.705882352941178
31,131,48----,92,90,-2.1739130434782608
31,133,48----,11,11,0.0
31,135,48----,4,3,-25.0
31,137,48----,59,92,55.932203389830505
31,139,48----,143,182,27.27272727272727
31,141,48----,499,461,-7.615230460921844
31,143,48----,54,67,24.074074074074073
31,145,48----,91,104,14.285714285714285
31,147,48----,80,53,-33.75
31,149,48----,15,10,-33.33333333333333
31,151,48----,326,433,32.82208588957055
31,153,48----,3253,2533,-22.13341530894559
31,155,48----,159,138,-13.20754716981132
31,157,48----,476,422,-11.344537815126051
31,159,48----,144,189,31.25
31,163,48----,15,14,-6.666666666666667
31,165,48----,7,4,-42.857142857142854
31,167,48----,53,35,-33.9622641509434
31,169,48----,27,21,-22.22222222222222
31,173,48----,22,28,27.27272727272727
31,175,48----,26,26,0.0
31,177,48----,201,278,38.308457711442784
31,179,48----,83,78,-6.024096385542169
31,185,48----,171,132,-22.807017543859647
31,999,48----,267,10,-96.25468164794007
32,1,48----,524,409,-21.946564885496183
32,3,48----,46249,38633,-16.46738307855305
32,5,48----,132,123,-6.8181818181818175
32,7,48----,613,596,-2.7732463295269167
32,11,48----,33,58,75.75757575757575
32,13,48----,125,164,31.2
32,15,48----,41,104,153.65853658536585
32,17,48----,39,13,-66.66666666666666
32,19,48----,226,1256,455.75221238938053
32,21,48----,6,8,33.33333333333333
32,23,48----,121,103,-14.87603305785124
32,27,48----,12,16,33.33333333333333
32,29,48----,2074,38,-98.16779170684667
32,31,48----,14132,14214,0.5802434191904897
32,33,48----,59,41,-30.508474576271187
32,510,48----,176,200,13.636363636363635
33,1,48----,465,479,3.010752688172043
33,3,48----,249,188,-24.497991967871485
33,5,48----,873,674,-22.79495990836197
33,7,48----,298,322,8.053691275167784
33,9,48----,929,600,-35.414424111948335
33,11,48----,4872,4381,-10.07799671592775
33,13,48----,1972,1820,-7.707910750507099
33,15,48----,6603,5554,-15.886718158412844
33,17,48----,746,789,5.7640750670241285
33,19,48----,155,160,3.225806451612903
34,1,48----,2498,2245,-10.12810248198559
34,3,48----,19165,19538,1.9462561961909732
34,5,48----,15114,9858,-34.775704644700276
34,7,48----,11081,10085,-8.988358451403302
34,9,48----,228,285,25.0
34,11,48----,2773,3032,9.340064911648033
34,13,48----,32499,33231,2.2523769962152684
34,15,48----,6330,5813,-8.167456556082149
34,17,48----,26764,27074,1.1582723060827977
34,19,48----,1130,835,-26.10619469026549
34,21,48----,5265,4542,-13.732193732193732
34,23,48----,46639,34378,-26.28915714316345
34,25,48----,7493,6171,-17.64313359135193
34,27,48----,8164,8268,1.2738853503184715
34,29,48----,3917,3652,-6.765381669645136
34,31,48----,7048,5659,-19.70771850170261
34,33,48----,2147,1105,-48.53283651606893
34,35,48----,4344,4307,-0.8517495395948436
34,37,48----,674,759,12.611275964391691
34,39,48----,16101,16149,0.2981181293087386
34,41,48----,703,699,-0.5689900426742532
34,999,48----,183,50,-72.6775956284153
35,1,48----,7159,6666,-6.886436653163849
35,5,48----,831,824,-0.842358604091456
35,6,48----,36,32,-11.11111111111111
35,7,48----,121,120,-0.8264462809917356
35,9,48----,519,506,-2.5048169556840074
35,13,48----,1993,1776,-10.888108379327646
35,15,48----,1590,2163,36.0377358490566
35,17,48----,76,57,-25.0
35,19,48----,42,40,-4.761904761904762
35,23,48----,46,38,-17.391304347826086
35,25,48----,1764,1856,5.215419501133787
35,27,48----,107,93,-13.084112149532709
35,29,48----,184,160,-13.043478260869565
35,31,48----,645,792,22.790697674418606
35,35,48----,211,242,14.691943127962084
35,37,48----,81,76,-6.172839506172839
35,39,48----,32,46,43.75
35,41,48----,476,466,-2.100840336134454
35,43,48----,350,325,-7.142857142857142
35,45,48----,1173,1225,4.433077578857629
35,47,48----,198,229,15.656565656565657
35,49,48----,879,648,-26.27986348122867
35,51,48----,15,22,46.666666666666664
35,53,48----,74,58,-21.62162162162162
35,55,48----,76,72,-5.263157894736842
35,57,48----,90,41,-54.44444444444444
35,61,48----,1292,938,-27.39938080495356
35,999,48----,8,5,-37.5
36,1,48----,5124,5488,7.103825136612022
36,3,48----,124,110,-11.29032258064516
36,5,48----,13155,13274,0.9045990117825922
36,7,48----,1843,1684,-8.627238198589257
36,9,48----,334,403,20.65868263473054
36,11,48----,802,917,14.33915211970075
36,13,48----,1023,1005,-1.7595307917888565
36,15,48----,1281,1180,-7.884465261514443
36,17,48----,324,294,-9.25925925925926
36,19,48----,2198,1832,-16.65150136487716
36,21,48----,626,696,11.182108626198083
36,23,48----,185,161,-12.972972972972974
36,25,48----,152,168,10.526315789473683
36,27,48----,2931,2556,-12.794268167860798
36,29,48----,17066,15767,-7.611625454119301
36,31,48----,86,87,1.1627906976744187
36,33,48----,93,81,-12.903225806451612
36,35,48----,1764,1749,-0.8503401360544218
36,37,48----,383,317,-17.232375979112273
36,39,48----,340,373,9.705882352941178
36,41,48----,15,39,160.0
36,43,48----,1289,654,-49.26299456943367
36,45,48----,1141,1199,5.083260297984225
36,47,48----,24765,21994,-11.18917827579245
36,49,48----,108,96,-11.11111111111111
36,51,48----,435,407,-6.436781609195402
36,53,48----,184,205,11.41304347826087
36,55,48----,8837,8168,-7.570442457847686
36,57,48----,2716,1989,-26.767304860088366
36,59,48----,22247,20581,-7.48865015507709
36,61,48----,17199,18421,7.105064247921391
36,63,48----,2390,2462,3.01255230125523
36,65,48----,3294,3713,12.720097146326653
36,67,48----,10651,9429,-11.473101117265983
36,69,48----,1419,975,-31.289640591966172
36,71,48----,7448,6597,-11.425886143931256
36,73,48----,239,254,6.2761506276150625
36,75,48----,379,396,4.485488126649076
36,77,48----,217,250,15.207373271889402
36,79,48----,553,613,10.849909584086799
36,81,48----,60174,71691,19.139495463156845
36,83,48----,2188,1571,-28.19926873857404
36,85,48----,6925,5617,-18.888086642599276
36,87,48----,3344,3225,-3.5586124401913874
36,89,48----,884,665,-24.773755656108598
36,91,48----,2922,2190,-25.051334702258725
36,93,48----,2565,1799,-29.863547758284597
36,95,48----,632,803,27.056962025316455
36,97,48----,191,234,22.5130890052356
36,99,48----,661,631,-4.53857791225416
36,101,48----,660,696,5.454545454545454
36,103,48----,20757,20693,-0.308329720094426
36,105,48----,1154,1159,0.43327556325823224
36,107,48----,562,412,-26.690391459074732
36,109,48----,493,655,32.86004056795132
36,111,48----,1477,1870,26.607989167230873
36,113,48----,407,1033,153.80835380835381
36,115,48----,112,170,51.78571428571429
36,117,48----,362,288,-20.441988950276244
36,119,48----,15126,10792,-28.652651064392437
36,121,48----,233,288,23.605150214592275
36,123,48----,96,117,21.875
36,999,48----,275,55,-80.0
37,1,48----,2443,2057,-15.800245599672532
37,3,48----,236,239,1.2711864406779663
37,5,48----,26,141,442.3076923076923
37,7,48----,62,53,-14.516129032258066
37,9,48----,46,63,36.95652173913043
37,11,48----,61,32,-47.540983606557376
37,13,48----,252,259,2.7777777777777777
37,15,48----,101,72,-28.71287128712871
37,17,48----,867,705,-18.685121107266436
37,19,48----,529,688,30.056710775047257
37,21,48----,3779,3686,-2.46096851018788
37,23,48----,104,127,22.115384615384613
37,25,48----,8212,3258,-60.3263516804676
37,27,48----,586,435,-25.7679180887372
37,29,48----,14,10,-28.57142857142857
37,31,48----,357,391,9.523809523809524
37,33,48----,37,26,-29.72972972972973
37,35,48----,5821,4981,-14.430510221611407
37,37,48----,355,381,7.323943661971831
37,39,48----,47,22,-53.191489361702125
37,41,48----,326,270,-17.177914110429448
37,43,48----,1,9,800.0
37,45,48----,2375,1717,-27.705263157894738
37,47,48----,192,153,-20.3125
37,49,48----,1195,765,-35.98326359832636
37,51,48----,3879,2889,-25.52204176334107
37,53,48----,82,48,-41.46341463414634
37,55,48----,148,103,-30.405405405405407
37,57,48----,1837,2217,20.685900925421883
37,59,48----,716,629,-12.150837988826815
37,61,48----,461,310,-32.75488069414317
37,63,48----,6375,3410,-46.509803921568626
37,65,48----,2328,1074,-53.865979381443296
37,67,48----,4491,3951,-12.024048096192384
37,69,48----,175,194,10.857142857142858
37,71,48----,2950,2026,-31.322033898305087
37,73,48----,29,28,-3.4482758620689653
37,75,48----,27,18,-33.33333333333333
37,77,48----,2174,1040,-52.161913523459056
37,79,48----,193,128,-33.67875647668394
37,81,48----,22443,18959,-15.523771331818384
37,83,48----,256,165,-35.546875
37,85,48----,1913,1446,-24.41191845269211
37,87,48----,123,109,-11.38211382113821
37,89,48----,1361,859,-36.88464364437913
37,91,48----,593,333,-43.84485666104553
37,93,48----,306,131,-57.18954248366013
37,95,48----,28,16,-42.857142857142854
37,97,48----,2636,2838,7.663125948406677
37,99,48----,146,125,-14.383561643835616
37,101,48----,1596,1582,-0.8771929824561403
37,103,48----,25,27,8.0
37,105,48----,350,493,40.85714285714286
37,107,48----,966,676,-30.020703933747413
37,109,48----,712,673,-5.477528089887641
37,111,48----,165,114,-30.909090909090907
37,113,48----,148,136,-8.108108108108109
37,115,48----,46,45,-2.1739130434782608
37,117,48----,77,165,114.28571428571428
37,119,48----,45881,37185,-18.95337939452061
37,121,48----,183,137,-25.136612021857925
37,123,48----,102,134,31.372549019607842
37,125,48----,564,475,-15.780141843971633
37,127,48----,887,1547,74.40811724915444
37,129,48----,4211,3288,-21.918784136784613
37,131,48----,1143,1387,21.347331583552055
37,133,48----,701,659,-5.991440798858773
37,135,48----,683,451,-33.96778916544656
37,137,48----,45,38,-15.555555555555555
37,139,48----,169,196,15.976331360946746
37,141,48----,180,143,-20.555555555555554
37,143,48----,209,106,-49.282296650717704
37,145,48----,75,77,2.666666666666667
37,147,48----,1563,1049,-32.885476647472814
37,151,48----,830,825,-0.6024096385542169
37,153,48----,178,154,-13.48314606741573
37,155,48----,692,591,-14.595375722543352
37,157,48----,814,834,2.457002457002457
37,159,48----,3440,3364,-2.2093023255813953
37,161,48----,499,300,-39.879759519038075
37,163,48----,159,229,44.0251572327044
37,165,48----,148,258,74.32432432432432
37,167,48----,115,104,-9.565217391304348
37,169,48----,99,115,16.161616161616163
37,171,48----,1153,859,-25.498699045967044
37,173,48----,189,46,-75.66137566137566
37,175,48----,65,72,10.76923076923077
37,179,48----,2884,1986,-31.137309292649096
37,181,48----,1634,1306,-20.0734394124847
37,183,48----,12119,10829,-10.644442610776467
37,185,48----,55,59,7.2727272727272725
37,187,48----,90,116,28.888888888888886
37,189,48----,107,121,13.084112149532709
37,191,48----,609,545,-10.50903119868637
37,193,48----,427,453,6.0889929742388755
37,195,48----,862,706,-18.097447795823665
37,197,48----,472,660,39.83050847457627
37,199,48----,70,68,-2.857142857142857
37,999,48----,303,825,172.27722772277227
38,1,48----,19,24,26.31578947368421
38,3,48----,107,131,22.429906542056074
38,5,48----,13,17,30.76923076923077
38,7,48----,52,20,-61.53846153846154
38,9,48----,62,41,-33.87096774193548
38,11,48----,22,39,77.27272727272727
38,13,48----,17,24,41.17647058823529
38,15,48----,1758,2003,13.936291240045506
38,17,48----,4887,4567,-6.547984448536935
38,19,48----,104,126,21.153846153846153
38,21,48----,19,12,-36.84210526315789
38,23,48----,51,39,-23.52941176470588
38,25,48----,421,556,32.066508313539195
38,27,48----,8,4,-50.0
38,29,48----,13,20,53.84615384615385
38,31,48----,18,20,11.11111111111111
38,35,48----,1485,2603,75.2861952861953
38,37,48----,9,9,0.0
38,39,48----,32,23,-28.125
38,41,48----,8,10,25.0
38,45,48----,42,45,7.142857142857142
38,47,48----,8,15,87.5
38,49,48----,24,14,-41.66666666666667
38,51,48----,20,17,-15.0
38,53,48----,906,1713,89.0728476821192
38,55,48----,57,98,71.9298245614035
38,57,48----,32,36,12.5
38,59,48----,721,679,-5.825242718446602
38,61,48----,538,555,3.1598513011152414
38,63,48----,11,20,81.81818181818183
38,67,48----,197,173,-12.18274111675127
38,69,48----,24,33,37.5
38,71,48----,103,138,33.980582524271846
38,73,48----,13,14,7.6923076923076925
38,75,48----,8,6,-25.0
38,77,48----,156,217,39.1025641025641
38,79,48----,15,17,13.333333333333334
38,81,48----,11,23,109.09090909090908
38,83,48----,9,13,44.44444444444444
38,87,48----,9,13,44.44444444444444
38,89,48----,778,864,11.053984575835475
38,93,48----,275,327,18.90909090909091
38,95,48----,6,11,83.33333333333334
38,97,48----,169,191,13.017751479289942
38,99,48----,198,203,2.525252525252525
38,101,48----,1087,955,-12.143514259429624
38,103,48----,8,5,-37.5
38,105,48----,1336,1779,33.15868263473054
39,1,48----,64,83,29.6875
39,3,48----,1444,1871,29.570637119113574
39,5,48----,411,471,14.5985401459854
39,7,48----,422,539,27.72511848341232
39,9,48----,255,167,-34.509803921568626
39,11,48----,460,432,-6.086956521739131
39,13,48----,773,968,25.22639068564036
39,15,48----,307,267,-13.029315960912053
39,17,48----,13806,10030,-27.350427350427353
39,19,48----,350,231,-34.0
39,21,48----,272,365,34.19117647058824
39,23,48----,2566,2644,3.0397505845674204
39,25,48----,3880,3248,-16.288659793814432
39,27,48----,3968,2453,-38.180443548387096
39,29,48----,994,1365,37.32394366197183
39,31,48----,153,166,8.49673202614379
39,33,48----,282,211,-25.177304964539005
39,35,48----,19868,19415,-2.2800483189047713
39,37,48----,879,918,4.436860068259386
39,39,48----,945,827,-12.486772486772486
39,41,48----,3360,2968,-11.666666666666666
39,43,48----,645,681,5.5813953488372094
39,45,48----,1030,701,-31.941747572815533
39,47,48----,223,250,12.10762331838565
39,49,48----,50964,43643,-14.365041990424613
39,51,48----,327,317,-3.058103975535168
39,53,48----,179,360,101.1173184357542
39,55,48----,804,577,-28.233830845771145
39,57,48----,802,792,-1.2468827930174564
39,59,48----,565,441,-21.946902654867255
39,61,48----,14306,14211,-0.6640570390046134
39,63,48----,5035,4272,-15.153922542204567
39,65,48----,161,251,55.90062111801242
39,67,48----,355,408,14.929577464788732
39,69,48----,472,664,40.67796610169492
39,71,48----,181,186,2.7624309392265194
39,73,48----,195,96,-50.76923076923077
39,75,48----,886,801,-9.593679458239277
39,77,48----,1170,930,-20.51282051282051
39,79,48----,235,185,-21.27659574468085
39,81,48----,1594,1448,-9.159347553324968
39,83,48----,168,191,13.690476190476192
39,85,48----,1643,1646,0.18259281801582472
39,87,48----,629,588,-6.518282988871224
39,89,48----,8300,4806,-42.096385542168676
39,91,48----,1053,1128,7.122507122507122
39,93,48----,1732,1471,-15.069284064665128
39,95,48----,7432,8284,11.46393972012917
39,97,48----,3656,3178,-13.074398249452953
39,99,48----,4533,3224,-28.877123317891023
39,101,48----,784,1030,31.377551020408163
39,103,48----,2069,2306,11.454809086515224
39,105,48----,45,41,-8.88888888888889
39,107,48----,2043,2035,-0.39158100832109644
39,109,48----,2755,2352,-14.627949183303086
39,111,48----,207,236,14.009661835748794
39,113,48----,9469,9146,-3.4111310592459607
39,115,48----,6,8,33.33333333333333
39,117,48----,601,44,-92.67886855241264
39,119,48----,2361,2215,-6.1838204150783564
39,121,48----,162,129,-20.37037037037037
39,123,48----,273,294,7.6923076923076925
39,125,48----,314,198,-36.94267515923567
39,127,48----,78,66,-15.384615384615385
39,129,48----,618,348,-43.689320388349515
39,131,48----,101,84,-16.831683168316832
39,133,48----,1379,1443,4.641044234952864
39,135,48----,225,339,50.66666666666667
39,137,48----,251,274,9.163346613545817
39,139,48----,1415,1270,-10.247349823321555
39,141,48----,1395,1112,-20.28673835125448
39,143,48----,808,842,4.207920792079208
39,145,48----,633,593,-6.31911532385466
39,147,48----,468,450,-3.8461538461538463
39,149,48----,999,1201,20.22022022022022
39,151,48----,3310,2741,-17.19033232628399
39,153,48----,14274,10740,-24.758301807482137
39,155,48----,2692,2815,4.569093610698365
39,157,48----,592,886,49.66216216216216
39,159,48----,1632,944,-42.15686274509804
39,161,48----,248,262,5.64516129032258
39,163,48----,85,151,77.64705882352942
39,165,48----,2084,1332,-36.08445297504799
39,167,48----,955,920,-3.664921465968586
39,169,48----,1354,1474,8.862629246676514
39,171,48----,1021,1086,6.366307541625857
39,173,48----,7775,5209,-33.0032154340836
39,175,48----,192,154,-19.791666666666664
39,999,48----,2594,4516,74.09406322282189
40,1,48----,45,52,15.555555555555555
40,3,48----,7,24,242.85714285714283
40,5,48----,78,104,33.33333333333333
40,7,48----,93,107,15.053763440860216
40,9,48----,553,631,14.10488245931284
40,11,48----,63,76,20.634920634920633
40,13,48----,461,408,-11.496746203904555
40,15,48----,13,45,246.15384615384616
40,17,48----,1112,1293,16.276978417266186
40,19,48----,2333,1659,-28.889841405915128
40,21,48----,6,13,116.66666666666667
40,23,48----,110,249,126.36363636363637
40,25,48----,8,19,137.5
40,27,48----,1101,1024,-6.993642143505904
40,29,48----,33,11,-66.66666666666666
40,31,48----,562,596,6.049822064056939
40,35,48----,143,180,25.874125874125873
40,37,48----,931,899,-3.4371643394199785
40,39,48----,268,279,4.104477611940299
40,41,48----,291,191,-34.36426116838488
40,43,48----,101,79,-21.782178217821784
40,45,48----,118,218,84.7457627118644
40,47,48----,1445,1387,-4.013840830449826
40,49,48----,1209,1201,-0.6617038875103392
40,51,48----,550,601,9.272727272727273
40,53,48----,47,70,48.93617021276596
40,55,48----,9,27,200.0
40,59,48----,51,53,3.9215686274509802
40,61,48----,205,333,62.4390243902439
40,65,48----,212,262,23.58490566037736
40,67,48----,12,16,33.33333333333333
40,69,48----,26,27,3.8461538461538463
40,71,48----,813,720,-11.439114391143912
40,73,48----,426,544,27.699530516431924
40,75,48----,52,47,-9.615384615384617
40,77,48----,45,59,31.11111111111111
40,79,48----,130,217,66.92307692307692
40,81,48----,412,552,33.980582524271846
40,83,48----,193,149,-22.797927461139896
40,85,48----,623,599,-3.8523274478330656
40,87,48----,223,185,-17.040358744394617
40,89,48----,214,388,81.30841121495327
40,91,48----,60,44,-26.666666666666668
40,93,48----,89,78,-12.359550561797752
40,95,48----,61,72,18.0327868852459
40,97,48----,362,169,-53.31491712707182
40,99,48----,21,20,-4.761904761904762
40,101,48----,1102,864,-21.59709618874773
40,103,48----,20,28,40.0
40,107,48----,29,24,-17.24137931034483
40,109,48----,19259,15650,-18.739290721221245
40,111,48----,38,64,68.42105263157895
40,113,48----,106,150,41.509433962264154
40,115,48----,101,81,-19.801980198019802
40,117,48----,4,55,1275.0
40,119,48----,465,604,29.89247311827957
40,121,48----,559,512,-8.407871198568873
40,123,48----,297,358,20.53872053872054
40,125,48----,227,205,-9.691629955947137
40,127,48----,25,34,36.0
40,129,48----,24,51,112.5
40,131,48----,1875,2019,7.68
40,133,48----,315,293,-6.984126984126984
40,135,48----,249,178,-28.514056224899598
40,137,48----,1159,901,-22.260569456427955
40,139,48----,72,75,4.166666666666666
